DATE,AAPL,AMZN,BA,DWDP,JNJ,JPM,NEE,PG,SPG,VZ,XOM
9/12/1990,0.144898356,NaN,13.33865307,2.106148264,4.346541985,3.044689915,2.166382435,4.939689063,NaN,5.646863291,2.07736719
9/13/1990,0.142734987,NaN,13.374313,2.07374562,4.254238992,2.97305134,2.136013712,4.891262052,NaN,5.763466242,2.077367697
9/14/1990,0.143816974,NaN,13.01766466,2.067264783,4.229064988,2.829771079,2.115766854,4.850904,NaN,5.763467962,2.082496491
9/17/1990,0.144897743,NaN,12.87500961,2.073745133,4.245846,2.793951,2.156259433,4.810548489,NaN,5.896724296,2.082497864
9/18/1990,0.142734994,NaN,12.76801561,2.060784419,4.229065946,2.758131259,2.156260274,4.786333989,NaN,5.913386937,2.087628078
9/19/1990,0.138410355,NaN,12.554025,2.054305,4.296195,2.650673333,2.216997723,4.858976,NaN,5.930039316,2.077369463
9/20/1990,0.13516599,NaN,12.26870708,2.002460145,4.178718,2.507391828,2.217,4.754048829,NaN,5.963356489,2.077367787
9/21/1990,0.134084367,NaN,12.26871128,2.021903113,4.136764972,2.38202218,2.21699943,4.592620278,NaN,6.06329853,2.072240156
9/24/1990,0.128678356,NaN,11.19876042,2.065464232,4.061245971,2.095463093,2.216997723,4.560334887,NaN,6.046643483,2.072239
9/25/1990,0.126514992,NaN,11.51974546,2.038199068,4.111590972,2.167103421,2.206876145,4.624908107,NaN,6.04664102,2.061980391
9/26/1990,0.128678,NaN,11.51974561,2.017747852,4.153546972,2.131281923,2.196751168,4.616838024,NaN,5.996670762,2.020946471
9/27/1990,0.121108621,NaN,11.02043529,2.017748688,4.161938982,1.898454649,2.216997723,4.552264145,NaN,6.063301228,2.010687176
9/28/1990,0.117864705,NaN,10.98477375,2.024565231,4.086417,1.916364556,2.19675286,4.58454916,NaN,6.129930711,2.000429388
10/1/1990,0.126515345,NaN,12.05472131,2.133632206,4.279411935,2.167104149,2.227121905,4.754045612,NaN,6.229874953,1.995298582
10/2/1990,0.127596251,NaN,12.26871128,2.290418225,4.455622,2.220834,2.328354719,4.996189833,NaN,6.56302106,2.015816091
10/3/1990,0.115701624,NaN,12.12604516,2.310866089,4.354931977,2.077553818,2.297985,4.947760451,NaN,6.473413,2.031203698
10/4/1990,0.113539688,NaN,11.98338823,2.310867464,4.346538,2.095463093,2.297986275,4.915475242,NaN,6.405978614,2.026075558
10/5/1990,0.116783713,NaN,11.87639333,2.30405008,4.296192,2.059643754,2.308108308,4.907404284,NaN,6.304833422,2.026075777
