symbol,timestamp,tradingDay,open,high,low,close,volume
"PG","2018-02-28T11:00:00-05:00","2018-02-28","79.41","79.59","79.07","79.16","1380074"
"PG","2018-02-28T12:00:00-05:00","2018-02-28","79.16","79.2789","79.045","79.08","978711"
"PG","2018-02-28T13:00:00-05:00","2018-02-28","79.0739","79.31","79.03","79.3049","1225340"
"PG","2018-02-28T14:00:00-05:00","2018-02-28","79.305","79.47","79.04","79.175","1047936"
"PG","2018-02-28T15:00:00-05:00","2018-02-28","79.175","79.27","78.5","78.52","3850525"
"PG","2018-03-01T09:00:00-05:00","2018-03-01","78.4","78.89","78.12","78.73","1118404"
"PG","2018-03-01T10:00:00-05:00","2018-03-01","78.71","79.28","78.48","78.53","1751633"
"PG","2018-03-01T11:00:00-05:00","2018-03-01","78.52","78.92","78.302","78.84","1121187"
"PG","2018-03-01T12:00:00-05:00","2018-03-01","78.84","78.85","78.47","78.49","852473"
"PG","2018-03-01T13:00:00-05:00","2018-03-01","78.49","78.6","78.2","78.31","1046448"
"PG","2018-03-01T14:00:00-05:00","2018-03-01","78.32","78.42","77.9","78.04","1350167"
"PG","2018-03-01T15:00:00-05:00","2018-03-01","78.05","78.74","77.92","78.65","2635825"
"PG","2018-03-02T09:00:00-05:00","2018-03-02","78.48","79.37","78.42","79.05","796754"
"PG","2018-03-02T10:00:00-05:00","2018-03-02","79.045","79.12","78.74","78.74","952037"
"PG","2018-03-02T11:00:00-05:00","2018-03-02","78.73","79.1","78.64","79.07","797671"
"PG","2018-03-02T12:00:00-05:00","2018-03-02","79.07","79.15","78.93","78.93","661058"
"PG","2018-03-02T13:00:00-05:00","2018-03-02","78.93","78.93","78.6","78.85","677020"
"PG","2018-03-02T14:00:00-05:00","2018-03-02","78.85","79.13","78.85","78.99","730739"
"PG","2018-03-02T15:00:00-05:00","2018-03-02","78.98","79.655","78.89","79.48","1834623"
"PG","2018-03-05T09:00:00-05:00","2018-03-05","79.28","79.67","79.15","79.4","583839"
"PG","2018-03-05T10:00:00-05:00","2018-03-05","79.41","79.82","79.39","79.5001","760833"
"PG","2018-03-05T11:00:00-05:00","2018-03-05","79.5","80.12","79.46","80.03","828600"
"PG","2018-03-05T12:00:00-05:00","2018-03-05","80.025","80.2","79.9431","80.18","603642"
"PG","2018-03-05T13:00:00-05:00","2018-03-05","80.18","80.34","79.94","80.0069","713304"
