symbol,timestamp,tradingDay,open,high,low,close,volume
"NEE","2018-02-20T09:00:00-05:00","2018-02-20","154.4748","155.0011","154.2266","154.316","142229"
"NEE","2018-02-20T10:00:00-05:00","2018-02-20","154.5046","154.5543","152.5585","152.6691","215671"
"NEE","2018-02-20T11:00:00-05:00","2018-02-20","152.6181","153.0848","152.1515","152.916","129578"
"NEE","2018-02-20T12:00:00-05:00","2018-02-20","152.9557","153.7699","152.7472","153.7004","96003"
"NEE","2018-02-20T13:00:00-05:00","2018-02-20","153.6819","153.9982","153.5514","153.8791","89952"
"NEE","2018-02-20T14:00:00-05:00","2018-02-20","153.8692","154.0082","153.2834","153.2834","120171"
"NEE","2018-02-20T15:00:00-05:00","2018-02-20","153.3429","153.3727","152.1713","152.6876","468521"
"NEE","2018-02-21T09:00:00-05:00","2018-02-21","152.7174","154.0677","152.1812","153.4123","80294"
"NEE","2018-02-21T10:00:00-05:00","2018-02-21","153.3032","153.5316","152.7571","153.4075","120024"
"NEE","2018-02-21T11:00:00-05:00","2018-02-21","153.4323","153.9387","153.1741","153.5713","160100"
"NEE","2018-02-21T12:00:00-05:00","2018-02-21","153.5812","153.5812","152.9061","153.3429","87993"
"NEE","2018-02-21T13:00:00-05:00","2018-02-21","153.2883","153.5912","153.0948","153.3528","106824"
"NEE","2018-02-21T14:00:00-05:00","2018-02-21","153.3032","154.0839","152.5685","152.7571","228303"
"NEE","2018-02-21T15:00:00-05:00","2018-02-21","152.7174","152.767","150.5231","150.5926","442612"
"NEE","2018-02-22T09:00:00-05:00","2018-02-22","151.4266","151.8337","150.2451","151.0493","127669"
"NEE","2018-02-22T10:00:00-05:00","2018-02-22","150.9699","152.1415","150.8508","152.0125","116393"
"NEE","2018-02-22T11:00:00-05:00","2018-02-22","151.9529","152.3997","151.5458","151.794","92265"
"NEE","2018-02-22T12:00:00-05:00","2018-02-22","151.794","152.0681","151.6355","151.9281","72475"
"NEE","2018-02-22T13:00:00-05:00","2018-02-22","151.9132","152.1117","151.7444","151.9231","64937"
"NEE","2018-02-22T14:00:00-05:00","2018-02-22","151.9628","152.1316","151.1586","151.238","77421"
"NEE","2018-02-22T15:00:00-05:00","2018-02-22","151.2777","151.5458","150.6025","151.2181","265377"
"NEE","2018-02-23T09:00:00-05:00","2018-02-23","151.3969","152.6876","151.2976","152.5089","78661"
"NEE","2018-02-23T10:00:00-05:00","2018-02-23","152.4505","154.0082","152.3897","153.9188","132692"
"NEE","2018-02-23T11:00:00-05:00","2018-02-23","153.8989","155.5372","153.8493","155.3366","210366"
"NEE","2018-02-23T12:00:00-05:00","2018-02-23","155.2691","155.2989","154.6039","154.872","103390"
"NEE","2018-02-23T13:00:00-05:00","2018-02-23","154.9216","155.3188","154.6337","155.1103","102132"
"NEE","2018-02-23T14:00:00-05:00","2018-02-23","155.1103","155.1202","154.455","154.8025","92287"
"NEE","2018-02-23T15:00:00-05:00","2018-02-23","154.8124","155.3386","154.4748","155.2195","307490"
"NEE","2018-02-26T09:00:00-05:00","2018-02-26","155.74","156.3247","154.75","155.53","176217"
"NEE","2018-02-26T10:00:00-05:00","2018-02-26","155.55","155.91","154.81","155.34","113342"
"NEE","2018-02-26T11:00:00-05:00","2018-02-26","155.35","155.57","155.06","155.37","125945"
"NEE","2018-02-26T12:00:00-05:00","2018-02-26","155.31","155.385","154.13","154.58","192173"
"NEE","2018-02-26T13:00:00-05:00","2018-02-26","154.58","154.86","154.37","154.72","91962"
"NEE","2018-02-26T14:00:00-05:00","2018-02-26","154.69","155.12","154.485","154.985","256924"
"NEE","2018-02-26T15:00:00-05:00","2018-02-26","154.97","155.19","154.2106","154.62","357978"
"NEE","2018-02-27T09:00:00-05:00","2018-02-27","154.72","155.39","154.13","155.08","136225"
"NEE","2018-02-27T10:00:00-05:00","2018-02-27","155.1899","155.47","153.64","153.94","162177"
"NEE","2018-02-27T11:00:00-05:00","2018-02-27","153.93","154.14","152.24","152.56","221129"
"NEE","2018-02-27T12:00:00-05:00","2018-02-27","152.49","152.69","151.71","152.69","163961"
"NEE","2018-02-27T13:00:00-05:00","2018-02-27","152.65","152.65","151.87","151.99","97356"
"NEE","2018-02-27T14:00:00-05:00","2018-02-27","152.02","152.66","151.86","152.45","139115"
"NEE","2018-02-27T15:00:00-05:00","2018-02-27","152.37","152.5802","151.68","151.69","421947"
"NEE","2018-02-28T09:00:00-05:00","2018-02-28","152.33","153.43","151.76","153.43","166338"
"NEE","2018-02-28T10:00:00-05:00","2018-02-28","153.51","153.51","152.48","152.685","192624"
"NEE","2018-02-28T11:00:00-05:00","2018-02-28","152.62","153.31","152.5","152.7543","211408"
"NEE","2018-02-28T12:00:00-05:00","2018-02-28","152.795","153.02","152.47","152.9984","365745"
"NEE","2018-02-28T13:00:00-05:00","2018-02-28","152.96","153.22","152.78","153.075","56560"
"NEE","2018-02-28T14:00:00-05:00","2018-02-28","153.18","153.4","152.64","152.73","108723"
"NEE","2018-02-28T15:00:00-05:00","2018-02-28","152.77","153.24","151.785","152.15","542676"
